id,apn,sale_date,opening_bid,winning_bid,notes
0073,1413814300,05/12 - 5/14/2025,"$2,400.00","$15,100.00",
0126,1882313700,05/12 - 5/14/2025,"$82,500.00",-,No Bids
0132,1980611200,05/12 - 5/14/2025,"$1,500.00","$6,000.00",
0137,1983910400,05/12 - 5/14/2025,"$27,700.00","$27,700.00",
0141,1991400200,05/12 - 5/14/2025,"$2,400.00","$20,300.00",Forfeited
0142,2002810200,05/12 - 5/14/2025,"$1,550.00","$12,300.00",
0177,2502000700,05/12 - 5/14/2025,"$1,250.00","$11,100.00",
0178,2502000800,05/12 - 5/14/2025,"$1,250.00","$15,200.00",
0214,2723001100,05/12 - 5/14/2025,"$40,900.00","$130,500.00",
0263,3781703500,05/12 - 5/14/2025,"$2,500.00","$26,800.00",
0404,5792123700,05/12 - 5/14/2025,"$100,000.00","$390,100.00",
0405,5793964900,05/12 - 5/14/2025,"$4,900.00","$26,400.00",
0454,6192214500,05/12 - 5/14/2025,"$100,000.00","$500,100.00",
2002,1472643818,05/12 - 5/14/2025,$100.00,$200.00,
2003,1472644008,05/12 - 5/14/2025,$100.00,$200.00,
2006,1472644436,05/12 - 5/14/2025,$100.00,$800.00,
2011,1502640137,05/12 - 5/14/2025,$100.00,-,No Bids
2016,1502640843,05/12 - 5/14/2025,$100.00,-,No Bids
2017,1853650237,05/12 - 5/14/2025,$100.00,-,No Bids
2018,1853652451,05/12 - 5/14/2025,$100.00,-,No Bids
2019,1853655830,05/12 - 5/14/2025,$100.00,-,No Bids
2021,1853662140,05/12 - 5/14/2025,$100.00,-,No Bids
2024,1853691348,05/12 - 5/14/2025,$100.00,-,No Bids
2025,1853691943,05/12 - 5/14/2025,$100.00,-,No Bids
2026,1853691944,05/12 - 5/14/2025,$100.00,-,No Bids
2027,1853692027,05/12 - 5/14/2025,$100.00,-,No Bids
2028,1854803334,05/12 - 5/14/2025,$100.00,-,No Bids
2029,1854810309,05/12 - 5/14/2025,$100.00,-,No Bids
2034,1854815839,05/12 - 5/14/2025,$100.00,$100.00,
2035,1854821113,05/12 - 5/14/2025,$100.00,-,No Bids
2037,1854824019,05/12 - 5/14/2025,$100.00,-,No Bids
2038,1854827442,05/12 - 5/14/2025,$100.00,$100.00,
2039,1854834501,05/12 - 5/14/2025,$100.00,-,No Bids
2041,1854834752,05/12 - 5/14/2025,$100.00,-,No Bids
2043,1854836252,05/12 - 5/14/2025,$100.00,$200.00,
2045,1854837447,05/12 - 5/14/2025,$100.00,-,No Bids
2049,1854845148,05/12 - 5/14/2025,$100.00,$100.00,
2050,1854846230,05/12 - 5/14/2025,$100.00,-,No Bids
2051,1854846425,05/12 - 5/14/2025,$100.00,-,No Bids
2054,1854853015,05/12 - 5/14/2025,$100.00,-,No Bids
2055,1854857106,05/12 - 5/14/2025,$100.00,-,No Bids
2059,1854865544,05/12 - 5/14/2025,$100.00,-,No Bids
2062,1854882636,05/12 - 5/14/2025,$100.00,-,No Bids
2064,2032530349,05/12 - 5/14/2025,$100.00,$100.00,
2065,2032530548,05/12 - 5/14/2025,$100.00,$100.00,
2066,2032530616,05/12 - 5/14/2025,$100.00,$100.00,
2067,2032530649,05/12 - 5/14/2025,$100.00,$100.00,
2068,2032530713,05/12 - 5/14/2025,$100.00,$100.00,
2070,2032530801,05/12 - 5/14/2025,$100.00,$100.00,
2071,2032530906,05/12 - 5/14/2025,$100.00,$100.00,
2073,2032531017,05/12 - 5/14/2025,$100.00,$600.00,
2076,2032531316,05/12 - 5/14/2025,$100.00,$100.00,
2077,2032531403,05/12 - 5/14/2025,$100.00,$100.00,
2078,2032531509,05/12 - 5/14/2025,$100.00,$100.00,
2080,2032531603,05/12 - 5/14/2025,$100.00,$100.00,
2082,2032531908,05/12 - 5/14/2025,$100.00,$100.00,
2084,2032532205,05/12 - 5/14/2025,$100.00,$100.00,
2085,2032532208,05/12 - 5/14/2025,$100.00,$100.00,
2087,2032532349,05/12 - 5/14/2025,$100.00,$100.00,
2088,2032532350,05/12 - 5/14/2025,$100.00,$100.00,
2089,2032532517,05/12 - 5/14/2025,$100.00,$100.00,
2090,2032532525,05/12 - 5/14/2025,$100.00,$600.00,
2091,2032532640,05/12 - 5/14/2025,$100.00,$600.00,
2092,2032532849,05/12 - 5/14/2025,$100.00,$100.00,
2093,2032532920,05/12 - 5/14/2025,$100.00,$100.00,
2094,2032533110,05/12 - 5/14/2025,$100.00,$500.00,
2097,2032533702,05/12 - 5/14/2025,$100.00,$100.00,
2098,2032533820,05/12 - 5/14/2025,$100.00,$100.00,
2100,2032534649,05/12 - 5/14/2025,$100.00,$100.00,
2101,2032534852,05/12 - 5/14/2025,$100.00,$100.00,
2102,2032535211,05/12 - 5/14/2025,$100.00,$600.00,
2103,2032535617,05/12 - 5/14/2025,$100.00,$600.00,
2105,2032535850,05/12 - 5/14/2025,$100.00,$100.00,
2107,2032540612,05/12 - 5/14/2025,$100.00,$200.00,
2108,2032540649,05/12 - 5/14/2025,$100.00,$100.00,
2109,2032540652,05/12 - 5/14/2025,$100.00,$100.00,
2111,2032540718,05/12 - 5/14/2025,$100.00,$100.00,
2115,2032541007,05/12 - 5/14/2025,$100.00,$800.00,
2116,2032541248,05/12 - 5/14/2025,$100.00,$100.00,
2117,2032541713,05/12 - 5/14/2025,$100.00,$100.00,
2120,2032542140,05/12 - 5/14/2025,$100.00,$100.00,
2122,2032542445,05/12 - 5/14/2025,$100.00,$100.00,
2124,2032542746,05/12 - 5/14/2025,$100.00,$100.00,
2126,2032543047,05/12 - 5/14/2025,$100.00,$100.00,
2130,2032543618,05/12 - 5/14/2025,$100.00,$100.00,
2134,2032544512,05/12 - 5/14/2025,$100.00,$100.00,
2137,2032545403,05/12 - 5/14/2025,$100.00,$100.00,
2139,2032545912,05/12 - 5/14/2025,$100.00,$300.00,
2142,2032546402,05/12 - 5/14/2025,$100.00,$100.00,
2143,2032546411,05/12 - 5/14/2025,$100.00,$100.00,
2144,2032546610,05/12 - 5/14/2025,$100.00,$100.00,
2151,2041241636,05/12 - 5/14/2025,$100.00,$100.00,
2152,2041241647,05/12 - 5/14/2025,$100.00,$100.00,
2153,2041241807,05/12 - 5/14/2025,$100.00,"$1,600.00",
2154,2041242220,05/12 - 5/14/2025,$100.00,$100.00,
2159,2041243904,05/12 - 5/14/2025,$100.00,$100.00,
2162,2041244543,05/12 - 5/14/2025,$100.00,$100.00,
2163,2041244601,05/12 - 5/14/2025,$100.00,$200.00,
2166,2041244923,05/12 - 5/14/2025,$100.00,$100.00,
2167,2041245324,05/12 - 5/14/2025,$100.00,$100.00,
2168,2041245432,05/12 - 5/14/2025,$100.00,"$2,600.00",
2169,2158120426,05/12 - 5/14/2025,$100.00,-,No Bids
2170,2158120931,05/12 - 5/14/2025,$100.00,-,No Bids
2171,2158121137,05/12 - 5/14/2025,$100.00,-,No Bids
2173,2158121943,05/12 - 5/14/2025,$100.00,-,No Bids
2174,2158130442,05/12 - 5/14/2025,$100.00,-,No Bids
2175,2158131144,05/12 - 5/14/2025,$100.00,-,No Bids
2180,2158151218,05/12 - 5/14/2025,$100.00,-,No Bids
2182,2158151426,05/12 - 5/14/2025,$100.00,-,No Bids
2185,2158152118,05/12 - 5/14/2025,$100.00,-,No Bids
2190,2159423722,05/12 - 5/14/2025,$100.00,-,No Bids
2192,2159433525,05/12 - 5/14/2025,$100.00,-,No Bids
2195,2159453907,05/12 - 5/14/2025,$100.00,-,No Bids
2198,2159463517,05/12 - 5/14/2025,$100.00,-,No Bids
2200,2886510518,05/12 - 5/14/2025,$100.00,-,No Bids
2202,2886510807,05/12 - 5/14/2025,$100.00,-,No Bids
2203,2886510905,05/12 - 5/14/2025,$100.00,-,No Bids
2206,2886511414,05/12 - 5/14/2025,$100.00,-,No Bids
2207,2886511518,05/12 - 5/14/2025,$100.00,-,No Bids
2208,2886511610,05/12 - 5/14/2025,$100.00,-,No Bids
2209,2886511612,05/12 - 5/14/2025,$100.00,-,No Bids
2210,2886511702,05/12 - 5/14/2025,$100.00,-,No Bids
2211,2886512012,05/12 - 5/14/2025,$100.00,-,No Bids
2212,2886512505,05/12 - 5/14/2025,$100.00,-,No Bids
2213,2886512809,05/12 - 5/14/2025,$100.00,-,No Bids
2215,2886513616,05/12 - 5/14/2025,$100.00,-,No Bids
2216,2886513902,05/12 - 5/14/2025,$100.00,-,No Bids
2217,2886514108,05/12 - 5/14/2025,$100.00,-,No Bids
2219,2886514323,05/12 - 5/14/2025,$100.00,-,No Bids
2220,2886515604,05/12 - 5/14/2025,$100.00,-,No Bids
2221,2886515924,05/12 - 5/14/2025,$100.00,-,No Bids
2226,2886804134,05/12 - 5/14/2025,$100.00,-,No Bids
2227,2886805307,05/12 - 5/14/2025,$100.00,-,No Bids
2228,2886806204,05/12 - 5/14/2025,$100.00,-,No Bids
2229,2886810722,05/12 - 5/14/2025,$100.00,-,No Bids
2234,2886812839,05/12 - 5/14/2025,$100.00,-,No Bids
2242,2886816440,05/12 - 5/14/2025,$100.00,-,No Bids
2243,2886816541,05/12 - 5/14/2025,$100.00,-,No Bids
2248,2886820608,05/12 - 5/14/2025,$100.00,-,No Bids
2252,2886823330,05/12 - 5/14/2025,$100.00,-,No Bids
2253,2886823436,05/12 - 5/14/2025,$100.00,-,No Bids
2254,2886824838,05/12 - 5/14/2025,$100.00,-,No Bids
2255,2886825612,05/12 - 5/14/2025,$100.00,-,No Bids
2258,2886829334,05/12 - 5/14/2025,$100.00,-,No Bids
2259,2886829442,05/12 - 5/14/2025,$100.00,-,No Bids
2260,2982130142,05/12 - 5/14/2025,$100.00,-,No Bids
2261,2982130207,05/12 - 5/14/2025,$100.00,$100.00,
2262,2982130249,05/12 - 5/14/2025,$100.00,-,No Bids
2263,2982130309,05/12 - 5/14/2025,$100.00,-,No Bids
2266,2982130904,05/12 - 5/14/2025,$100.00,$200.00,
2269,2982131028,05/12 - 5/14/2025,$100.00,-,No Bids
2270,2982131169,05/12 - 5/14/2025,$100.00,-,No Bids
2271,2982131318,05/12 - 5/14/2025,$100.00,$100.00,
2272,2982131454,05/12 - 5/14/2025,$100.00,-,No Bids
2273,2982131471,05/12 - 5/14/2025,$100.00,-,No Bids
2274,2982131656,05/12 - 5/14/2025,$100.00,$500.00,
2275,2982131669,05/12 - 5/14/2025,$100.00,-,No Bids
2276,2982131701,05/12 - 5/14/2025,$100.00,$100.00,
2277,2982131766,05/12 - 5/14/2025,$100.00,$300.00,
2278,2982132029,05/12 - 5/14/2025,$100.00,-,No Bids
2279,2982132232,05/12 - 5/14/2025,$100.00,$400.00,
2282,2982132521,05/12 - 5/14/2025,$100.00,$100.00,
2288,2982133128,05/12 - 5/14/2025,$100.00,$100.00,
2289,2982720422,05/12 - 5/14/2025,$100.00,$100.00,
2290,2982720805,05/12 - 5/14/2025,$100.00,$100.00,
2291,2982720844,05/12 - 5/14/2025,$100.00,$800.00,
2292,2982720939,05/12 - 5/14/2025,$100.00,$100.00,
2293,2982721026,05/12 - 5/14/2025,$100.00,$200.00,
2294,2982721207,05/12 - 5/14/2025,$100.00,$100.00,
2295,2982721319,05/12 - 5/14/2025,$100.00,$100.00,
2297,2982721518,05/12 - 5/14/2025,$100.00,$100.00,
2298,2982721523,05/12 - 5/14/2025,$100.00,$100.00,
2299,2982721642,05/12 - 5/14/2025,$100.00,$100.00,
2300,2982721711,05/12 - 5/14/2025,$100.00,$100.00,
2301,2982721746,05/12 - 5/14/2025,$100.00,$100.00,
2302,2982721933,05/12 - 5/14/2025,$100.00,$900.00,
2303,2982721951,05/12 - 5/14/2025,$100.00,$200.00,
2304,2982722040,05/12 - 5/14/2025,$100.00,$100.00,
2305,2982722537,05/12 - 5/14/2025,$100.00,$100.00,
2306,2982722736,05/12 - 5/14/2025,$100.00,$400.00,
2308,2982723016,05/12 - 5/14/2025,$100.00,$100.00,
2309,2982723219,05/12 - 5/14/2025,$100.00,$100.00,
2310,2982723245,05/12 - 5/14/2025,$100.00,$100.00,
2311,2982723301,05/12 - 5/14/2025,$100.00,$100.00,
2312,2982723445,05/12 - 5/14/2025,$100.00,$600.00,
2313,2982723842,05/12 - 5/14/2025,$100.00,$100.00,
2314,2982723914,05/12 - 5/14/2025,$100.00,$100.00,
2316,2982723935,05/12 - 5/14/2025,$100.00,$100.00,
2317,2982724309,05/12 - 5/14/2025,$100.00,$100.00,
2318,2982724407,05/12 - 5/14/2025,$100.00,$200.00,
2320,2982724511,05/12 - 5/14/2025,$100.00,$100.00,
2322,2982724604,05/12 - 5/14/2025,$100.00,$100.00,
2325,2982724719,05/12 - 5/14/2025,$100.00,$100.00,
2326,2982724803,05/12 - 5/14/2025,$100.00,$100.00,
2328,2982724914,05/12 - 5/14/2025,$100.00,$100.00,
2329,2982724927,05/12 - 5/14/2025,$100.00,$100.00,
2330,2982725010,05/12 - 5/14/2025,$100.00,-,No Bids
2331,2982725144,05/12 - 5/14/2025,$100.00,$100.00,
2332,2982725247,05/12 - 5/14/2025,$100.00,$100.00,
2333,2982725315,05/12 - 5/14/2025,$100.00,$100.00,
2334,2982725341,05/12 - 5/14/2025,$100.00,$100.00,
2335,2982725549,05/12 - 5/14/2025,$100.00,$100.00,
2338,2982725815,05/12 - 5/14/2025,$100.00,$100.00,
2339,2982725817,05/12 - 5/14/2025,$100.00,$100.00,
2340,2982726019,05/12 - 5/14/2025,$100.00,$100.00,
2342,2982726221,05/12 - 5/14/2025,$100.00,$100.00,
2343,2982726250,05/12 - 5/14/2025,$100.00,$100.00,
2344,2982726310,05/12 - 5/14/2025,$100.00,$100.00,
2345,2982726346,05/12 - 5/14/2025,$100.00,$100.00,
2346,2982726401,05/12 - 5/14/2025,$100.00,$100.00,
2347,2982726425,05/12 - 5/14/2025,$100.00,$600.00,
2348,2982726440,05/12 - 5/14/2025,$100.00,$100.00,
2349,2982726442,05/12 - 5/14/2025,$100.00,$100.00,
2350,2982726615,05/12 - 5/14/2025,$100.00,$100.00,
2351,2982726616,05/12 - 5/14/2025,$100.00,$100.00,
2352,2982726617,05/12 - 5/14/2025,$100.00,$100.00,
2353,2982726643,05/12 - 5/14/2025,$100.00,$100.00,
2354,2982726701,05/12 - 5/14/2025,$100.00,$100.00,
2355,2982726714,05/12 - 5/14/2025,$100.00,$100.00,
2356,2982727140,05/12 - 5/14/2025,$100.00,$100.00,
2357,2982727603,05/12 - 5/14/2025,$100.00,$100.00,
2358,2982727645,05/12 - 5/14/2025,$100.00,$100.00,
2359,2982727651,05/12 - 5/14/2025,$100.00,$100.00,
2361,2982727743,05/12 - 5/14/2025,$100.00,$200.00,
2363,2982727922,05/12 - 5/14/2025,$100.00,$100.00,
2365,2982728046,05/12 - 5/14/2025,$100.00,$100.00,
2367,2982728340,05/12 - 5/14/2025,$100.00,$100.00,
2368,2982728348,05/12 - 5/14/2025,$100.00,$100.00,
2369,2982728410,05/12 - 5/14/2025,$100.00,$100.00,
2370,2982728440,05/12 - 5/14/2025,$100.00,$100.00,
2371,2982728518,05/12 - 5/14/2025,$100.00,$100.00,
2372,2982728729,05/12 - 5/14/2025,$100.00,$300.00,
2373,2982728847,05/12 - 5/14/2025,$100.00,$100.00,
2374,2982729140,05/12 - 5/14/2025,$100.00,$100.00,
2375,2982729341,05/12 - 5/14/2025,$100.00,$100.00,
2376,2982729610,05/12 - 5/14/2025,$100.00,$100.00,
2387,3504004262,05/12 - 5/14/2025,$100.00,-,No Bids
2388,3504005031,05/12 - 5/14/2025,$100.00,-,No Bids
2395,5335741306,05/12 - 5/14/2025,$100.00,-,No Bids
2396,5335741308,05/12 - 5/14/2025,$100.00,-,No Bids
2397,5335741319,05/12 - 5/14/2025,$100.00,-,No Bids
2398,5335741327,05/12 - 5/14/2025,$100.00,-,No Bids
2399,5335741334,05/12 - 5/14/2025,$100.00,-,No Bids
2400,5335741522,05/12 - 5/14/2025,$100.00,-,No Bids
2401,5335741551,05/12 - 5/14/2025,$100.00,-,No Bids
2403,5335741611,05/12 - 5/14/2025,$100.00,-,No Bids
2404,5335741621,05/12 - 5/14/2025,$100.00,-,No Bids
2405,5335741709,05/12 - 5/14/2025,$100.00,-,No Bids
2406,5335741718,05/12 - 5/14/2025,$100.00,-,No Bids
2407,5335741804,05/12 - 5/14/2025,$100.00,-,No Bids
2409,5335742119,05/12 - 5/14/2025,$100.00,-,No Bids
2410,5335742231,05/12 - 5/14/2025,$100.00,-,No Bids
2411,5335742329,05/12 - 5/14/2025,$100.00,-,No Bids
2412,5335742449,05/12 - 5/14/2025,$100.00,-,No Bids
2413,5335742531,05/12 - 5/14/2025,$100.00,-,No Bids
2414,5335742547,05/12 - 5/14/2025,$100.00,-,No Bids
2416,5335742831,05/12 - 5/14/2025,$100.00,-,No Bids
2417,5335742904,05/12 - 5/14/2025,$100.00,-,No Bids
2418,5335742918,05/12 - 5/14/2025,$100.00,-,No Bids
2419,5335742926,05/12 - 5/14/2025,$100.00,-,No Bids
2420,5335742935,05/12 - 5/14/2025,$100.00,-,No Bids
2421,5335743001,05/12 - 5/14/2025,$100.00,-,No Bids
2422,5335743016,05/12 - 5/14/2025,$100.00,-,No Bids
2423,5335743038,05/12 - 5/14/2025,$100.00,-,No Bids
2424,5335743123,05/12 - 5/14/2025,$100.00,-,No Bids
2425,5335743133,05/12 - 5/14/2025,$100.00,-,No Bids
2426,5335743209,05/12 - 5/14/2025,$100.00,-,No Bids
2427,5335743219,05/12 - 5/14/2025,$100.00,-,No Bids
2428,5335743304,05/12 - 5/14/2025,$100.00,-,No Bids
2429,5335743421,05/12 - 5/14/2025,$100.00,-,No Bids
2430,5335743504,05/12 - 5/14/2025,$100.00,-,No Bids
2431,5335743615,05/12 - 5/14/2025,$100.00,-,No Bids
2432,5335743628,05/12 - 5/14/2025,$100.00,-,No Bids
2433,5335743806,05/12 - 5/14/2025,$100.00,-,No Bids
2434,5335743844,05/12 - 5/14/2025,$100.00,-,No Bids
2436,5335744051,05/12 - 5/14/2025,$100.00,-,No Bids
2437,5335744128,05/12 - 5/14/2025,$100.00,-,No Bids
2438,5335744233,05/12 - 5/14/2025,$100.00,-,No Bids
2440,5335744326,05/12 - 5/14/2025,$100.00,-,No Bids
2441,5335744434,05/12 - 5/14/2025,$100.00,-,No Bids
2442,5335744630,05/12 - 5/14/2025,$100.00,-,No Bids
2443,5335744943,05/12 - 5/14/2025,$100.00,-,No Bids
2444,5335745026,05/12 - 5/14/2025,$100.00,-,No Bids
2445,5335745042,05/12 - 5/14/2025,$100.00,-,No Bids
2446,5335745110,05/12 - 5/14/2025,$100.00,-,No Bids
2447,5335745116,05/12 - 5/14/2025,$100.00,-,No Bids
2448,5335745118,05/12 - 5/14/2025,$100.00,-,No Bids
2449,5335745120,05/12 - 5/14/2025,$100.00,-,No Bids
2450,5335745124,05/12 - 5/14/2025,$100.00,-,No Bids
2451,5335745134,05/12 - 5/14/2025,$100.00,-,No Bids
2452,5335745137,05/12 - 5/14/2025,$100.00,-,No Bids
2453,5335745207,05/12 - 5/14/2025,$100.00,-,No Bids
2454,5335745216,05/12 - 5/14/2025,$100.00,-,No Bids
2455,5335745224,05/12 - 5/14/2025,$100.00,-,No Bids
2457,5335745307,05/12 - 5/14/2025,$100.00,-,No Bids
2458,5335745340,05/12 - 5/14/2025,$100.00,-,No Bids
2460,5335745430,05/12 - 5/14/2025,$100.00,-,No Bids
2461,5335745447,05/12 - 5/14/2025,$100.00,-,No Bids
2462,5335745449,05/12 - 5/14/2025,$100.00,-,No Bids
2463,5335745517,05/12 - 5/14/2025,$100.00,-,No Bids
2464,5335745525,05/12 - 5/14/2025,$100.00,-,No Bids
2465,5335745542,05/12 - 5/14/2025,$100.00,-,No Bids
2466,5335745619,05/12 - 5/14/2025,$100.00,-,No Bids
2467,5335745624,05/12 - 5/14/2025,$100.00,-,No Bids
2468,5335745634,05/12 - 5/14/2025,$100.00,-,No Bids
2469,5335745640,05/12 - 5/14/2025,$100.00,-,No Bids
2470,5335745711,05/12 - 5/14/2025,$100.00,-,No Bids
2471,5335745728,05/12 - 5/14/2025,$100.00,-,No Bids
2472,5335745736,05/12 - 5/14/2025,$100.00,-,No Bids
2473,5335745744,05/12 - 5/14/2025,$100.00,-,No Bids
2474,5335745750,05/12 - 5/14/2025,$100.00,-,No Bids
2475,5335745809,05/12 - 5/14/2025,$100.00,-,No Bids
2476,5335745818,05/12 - 5/14/2025,$100.00,-,No Bids
2477,5335745823,05/12 - 5/14/2025,$100.00,-,No Bids
2478,5335745831,05/12 - 5/14/2025,$100.00,-,No Bids
2479,5335745905,05/12 - 5/14/2025,$100.00,-,No Bids
2480,5335745940,05/12 - 5/14/2025,$100.00,-,No Bids
2481,5335745947,05/12 - 5/14/2025,$100.00,-,No Bids
2482,5335746018,05/12 - 5/14/2025,$100.00,-,No Bids
2483,5335746023,05/12 - 5/14/2025,$100.00,-,No Bids
2484,5335746024,05/12 - 5/14/2025,$100.00,-,No Bids
2485,5335746029,05/12 - 5/14/2025,$100.00,-,No Bids
2486,5335746031,05/12 - 5/14/2025,$100.00,-,No Bids
2489,5335746114,05/12 - 5/14/2025,$100.00,-,No Bids
2490,5335746118,05/12 - 5/14/2025,$100.00,-,No Bids
2491,5335746146,05/12 - 5/14/2025,$100.00,-,No Bids
2493,5335746214,05/12 - 5/14/2025,$100.00,-,No Bids
2517,5335746802,05/12 - 5/14/2025,$100.00,-,No Bids
2520,5335746822,05/12 - 5/14/2025,$100.00,-,No Bids
2524,5335747023,05/12 - 5/14/2025,$100.00,-,No Bids
2525,5335747144,05/12 - 5/14/2025,$100.00,-,No Bids
2527,5375702808,05/12 - 5/14/2025,$100.00,$100.00,
2528,5375703104,05/12 - 5/14/2025,$100.00,$200.00,
2529,5375703405,05/12 - 5/14/2025,$100.00,$100.00,
2531,5375703707,05/12 - 5/14/2025,$100.00,$200.00,
2532,5375703720,05/12 - 5/14/2025,$100.00,$200.00,
2533,5375703946,05/12 - 5/14/2025,$100.00,$200.00,
2535,5375704416,05/12 - 5/14/2025,$100.00,$500.00,
2536,5375705407,05/12 - 5/14/2025,$100.00,$100.00,
2537,5375705504,05/12 - 5/14/2025,$100.00,$100.00,
2538,5375705919,05/12 - 5/14/2025,$100.00,$200.00,
2539,5375706308,05/12 - 5/14/2025,$100.00,$500.00,
2540,5375706806,05/12 - 5/14/2025,$100.00,$200.00,
2542,5375707449,05/12 - 5/14/2025,$100.00,$200.00,
2545,5375713452,05/12 - 5/14/2025,$100.00,$100.00,
2546,5375714140,05/12 - 5/14/2025,$100.00,$100.00,
2547,5375715002,05/12 - 5/14/2025,$100.00,$100.00,
2548,5375716113,05/12 - 5/14/2025,$100.00,$200.00,
2549,5375716410,05/12 - 5/14/2025,$100.00,$200.00,
2550,5375717316,05/12 - 5/14/2025,$100.00,$200.00,
2551,5375722852,05/12 - 5/14/2025,$100.00,"$1,000.00",
2552,5375723609,05/12 - 5/14/2025,$100.00,$100.00,
2553,5375725845,05/12 - 5/14/2025,$100.00,$200.00,
2555,5375727148,05/12 - 5/14/2025,$100.00,$200.00,
2556,5375727541,05/12 - 5/14/2025,$100.00,$100.00,
2557,1853688316,05/12 - 5/14/2025,$100.00,-,No Bids
0062,1341900400,03/17 - 3/19/2025,"$1,700.00","$3,700.00",
0064,1350717500,03/17 - 3/19/2025,"$2,500.00","$5,600.00",
0070,1411431200,03/17 - 3/19/2025,"$3,700.00","$10,500.00",
0073,1413814300,03/17 - 3/19/2025,"$4,800.00","$19,000.00",Forfeited
0126,1882313700,03/17 - 3/19/2025,"$165,000.00","$170,200.00",Forfeited
0129,1972201400,03/17 - 3/19/2025,"$1,500.00","$15,300.00",
0130,1980521700,03/17 - 3/19/2025,"$2,000.00","$10,100.00",
0131,1980530900,03/17 - 3/19/2025,"$1,900.00","$7,700.00",
0132,1980611200,03/17 - 3/19/2025,"$3,000.00","$9,300.00",Forfeited
0133,1981730800,03/17 - 3/19/2025,"$2,500.00","$9,100.00",
0134,1982410200,03/17 - 3/19/2025,"$3,400.00","$7,000.00",
0135,1982410300,03/17 - 3/19/2025,"$3,400.00","$6,700.00",
0136,1983522100,03/17 - 3/19/2025,"$7,900.00","$12,800.00",
0137,1983910400,03/17 - 3/19/2025,"$27,700.00","$32,800.00",Forfeited
0138,1984010700,03/17 - 3/19/2025,"$1,900.00","$7,000.00",
0141,1991400200,03/17 - 3/19/2025,"$4,800.00","$22,600.00",Forfeited
0142,2002810200,03/17 - 3/19/2025,"$3,100.00","$13,600.00",Forfeited
0143,2002810300,03/17 - 3/19/2025,"$3,300.00","$19,800.00",
0154,2172512400,03/17 - 3/19/2025,"$1,800.00","$72,600.00",
0166,2280711138,03/17 - 3/19/2025,"$87,000.00","$263,100.00",
0177,2502000700,03/17 - 3/19/2025,"$2,500.00","$20,200.00",Forfeited
0178,2502000800,03/17 - 3/19/2025,"$2,500.00","$22,400.00",Forfeited
0181,2531501400,03/17 - 3/19/2025,"$1,400.00","$4,200.00",
0182,2532911200,03/17 - 3/19/2025,"$1,300.00","$3,700.00",
0183,2532911700,03/17 - 3/19/2025,"$1,300.00","$2,700.00",
0184,2532931200,03/17 - 3/19/2025,"$1,300.00","$2,600.00",
0185,2532940900,03/17 - 3/19/2025,"$1,300.00","$2,800.00",
0186,2533020500,03/17 - 3/19/2025,"$1,200.00","$2,900.00",
0187,2533131500,03/17 - 3/19/2025,"$1,200.00","$4,400.00",
0188,2533242200,03/17 - 3/19/2025,"$2,900.00","$3,100.00",
0214,2723001100,03/17 - 3/19/2025,"$81,800.00","$330,800.00",Forfeited
0220,2912574400,03/17 - 3/19/2025,"$1,900.00","$21,600.00",
0221,2930820900,03/17 - 3/19/2025,"$1,300.00","$12,300.00",
0222,2930913500,03/17 - 3/19/2025,"$1,300.00","$4,700.00",
0223,2930913600,03/17 - 3/19/2025,"$1,300.00","$5,300.00",
0224,2931022800,03/17 - 3/19/2025,"$1,200.00","$5,500.00",
0247,3321601100,03/17 - 3/19/2025,"$2,600.00","$44,200.00",
0263,3781703500,03/17 - 3/19/2025,"$5,000.00","$77,600.00",Forfeited
0264,3781703600,03/17 - 3/19/2025,"$8,800.00","$40,600.00",
0292,4190100400,03/17 - 3/19/2025,"$2,500.00","$55,400.00",
0300,4444604800,03/17 - 3/19/2025,"$2,300.00","$28,100.00",
0306,4546122800,03/17 - 3/19/2025,"$6,100.00","$54,500.00",Forfeited
0309,4585921200,03/17 - 3/19/2025,"$8,200.00","$15,300.00",
0323,4852310800,03/17 - 3/19/2025,"$189,000.00","$695,300.00",
0389,5754700100,03/17 - 3/19/2025,"$170,000.00","$260,200.00",
0399,5790371000,03/17 - 3/19/2025,"$2,300.00","$25,000.00",
0404,5792123700,03/17 - 3/19/2025,"$229,000.00","$406,100.00",Forfeited
0405,5793964900,03/17 - 3/19/2025,"$9,800.00","$69,300.00",Forfeited
0406,5793965200,03/17 - 3/19/2025,"$3,600.00","$50,400.00",
0447,6090710200,03/17 - 3/19/2025,"$1,400.00","$6,400.00",
0451,6130900700,03/17 - 3/19/2025,"$5,300.00","$22,600.00",
0453,6191212700,03/17 - 3/19/2025,"$168,000.00","$445,400.00",
0454,6192214500,03/17 - 3/19/2025,"$355,000.00","$535,100.00",Forfeited
0480,6540210200,03/17 - 3/19/2025,"$165,000.00","$252,100.00",
0482,6590102800,03/17 - 3/19/2025,"$12,500.00","$51,100.00",Forfeited
2002,1472643818,03/17 - 3/19/2025,"$2,000.00",-,No Bids
2003,1472644008,03/17 - 3/19/2025,"$2,000.00",-,No Bids
2004,1472644024,03/17 - 3/19/2025,"$2,300.00","$2,300.00",
2006,1472644436,03/17 - 3/19/2025,"$1,900.00",-,No Bids
2011,1502640137,03/17 - 3/19/2025,"$1,800.00",-,No Bids
2016,1502640843,03/17 - 3/19/2025,"$1,500.00",-,No Bids
