id,apn,sale_date,opening_bid,winning_bid,notes
2154,2982130142,03/25 - 3/27/2024,"$1,600.00",-,No Bids
2155,2982130249,03/25 - 3/27/2024,"$1,500.00",-,No Bids
2156,2982130346,03/25 - 3/27/2024,"$1,600.00",-,No Bids
2157,2982130402,03/25 - 3/27/2024,"$1,500.00",-,No Bids
2158,2982130545,03/25 - 3/27/2024,"$1,500.00",-,No Bids
2160,2982130564,03/25 - 3/27/2024,"$1,500.00",-,No Bids
2161,2982130832,03/25 - 3/27/2024,"$1,500.00",-,No Bids
2162,2982130980,03/25 - 3/27/2024,"$1,500.00",-,No Bids
2163,2982130981,03/25 - 3/27/2024,"$1,500.00",-,No Bids
2165,2982131279,03/25 - 3/27/2024,"$1,500.00",-,No Bids
2166,2982131280,03/25 - 3/27/2024,"$1,500.00",-,No Bids
2167,2982131348,03/25 - 3/27/2024,"$1,500.00",-,No Bids
2168,2982131372,03/25 - 3/27/2024,"$1,500.00",-,No Bids
2169,2982131454,03/25 - 3/27/2024,"$1,500.00",-,No Bids
2170,2982131471,03/25 - 3/27/2024,"$1,500.00",-,No Bids
2171,2982131807,03/25 - 3/27/2024,"$1,500.00",-,No Bids
2172,2982131826,03/25 - 3/27/2024,"$1,500.00",-,No Bids
2173,2982132360,03/25 - 3/27/2024,"$1,600.00","$1,600.00",
2174,2982132526,03/25 - 3/27/2024,"$1,500.00",-,No Bids
2175,2982132561,03/25 - 3/27/2024,"$1,600.00",-,No Bids
2176,2982132562,03/25 - 3/27/2024,"$1,600.00",-,No Bids
2177,2982132633,03/25 - 3/27/2024,"$1,600.00","$1,600.00",
2178,2982721001,03/25 - 3/27/2024,"$1,500.00",-,No Bids
2179,2982721028,03/25 - 3/27/2024,"$1,500.00",-,No Bids
2180,2982721131,03/25 - 3/27/2024,"$1,700.00",-,No Bids
2181,2982721402,03/25 - 3/27/2024,"$1,600.00",-,No Bids
2183,2982721526,03/25 - 3/27/2024,"$1,700.00",-,No Bids
2184,2982721702,03/25 - 3/27/2024,"$1,600.00",-,No Bids
2185,2982722110,03/25 - 3/27/2024,"$1,700.00",-,No Bids
2186,2982722437,03/25 - 3/27/2024,"$1,500.00",-,No Bids
2187,2982722509,03/25 - 3/27/2024,"$1,700.00",-,No Bids
2188,2982722530,03/25 - 3/27/2024,"$1,600.00",-,No Bids
2189,2982722721,03/25 - 3/27/2024,"$1,700.00",-,No Bids
2191,2982722823,03/25 - 3/27/2024,"$1,700.00",-,No Bids
2192,2982722930,03/25 - 3/27/2024,"$1,600.00",-,No Bids
2193,2982723245,03/25 - 3/27/2024,"$1,800.00",-,No Bids
2194,2982723333,03/25 - 3/27/2024,"$1,800.00","$1,800.00",
2196,2982723531,03/25 - 3/27/2024,"$1,600.00","$1,600.00",
2197,2982723625,03/25 - 3/27/2024,"$1,700.00",-,No Bids
2198,2982723831,03/25 - 3/27/2024,"$1,500.00",-,No Bids
2199,2982723842,03/25 - 3/27/2024,"$1,700.00",-,No Bids
2200,2982724042,03/25 - 3/27/2024,"$1,700.00",-,No Bids
2202,2982724233,03/25 - 3/27/2024,"$1,600.00",-,No Bids
2203,2982724247,03/25 - 3/27/2024,"$1,700.00",-,No Bids
2204,2982724437,03/25 - 3/27/2024,"$1,800.00",-,No Bids
2205,2982724604,03/25 - 3/27/2024,"$1,700.00",-,No Bids
2206,2982724636,03/25 - 3/27/2024,"$1,500.00",-,No Bids
2207,2982724647,03/25 - 3/27/2024,"$1,600.00",-,No Bids
2208,2982724803,03/25 - 3/27/2024,"$1,700.00",-,No Bids
2209,2982724929,03/25 - 3/27/2024,"$1,600.00",-,No Bids
2210,2982725144,03/25 - 3/27/2024,"$1,700.00",-,No Bids
2211,2982725230,03/25 - 3/27/2024,"$1,600.00","$1,600.00",
2212,2982725431,03/25 - 3/27/2024,"$1,700.00",-,No Bids
2213,2982725433,03/25 - 3/27/2024,"$1,600.00",-,No Bids
2214,2982725434,03/25 - 3/27/2024,"$1,600.00",-,No Bids
2215,2982725625,03/25 - 3/27/2024,"$1,700.00",-,No Bids
2216,2982725839,03/25 - 3/27/2024,"$1,500.00",-,No Bids
2217,2982725938,03/25 - 3/27/2024,"$1,500.00",-,No Bids
2218,2982726111,03/25 - 3/27/2024,"$1,700.00",-,No Bids
2220,2982726432,03/25 - 3/27/2024,"$1,600.00",-,No Bids
2221,2982726503,03/25 - 3/27/2024,"$1,600.00",-,No Bids
2222,2982726529,03/25 - 3/27/2024,"$1,800.00","$1,800.00",
2223,2982726647,03/25 - 3/27/2024,"$1,700.00",-,No Bids
2224,2982727001,03/25 - 3/27/2024,"$1,500.00",-,No Bids
2225,2982727147,03/25 - 3/27/2024,"$1,500.00",-,No Bids
2226,2982727251,03/25 - 3/27/2024,"$1,600.00","$1,600.00",
2227,2982727309,03/25 - 3/27/2024,"$1,700.00",-,No Bids
2228,2982727734,03/25 - 3/27/2024,"$1,700.00",-,No Bids
2230,2982727844,03/25 - 3/27/2024,"$1,800.00",-,No Bids
2231,2982727951,03/25 - 3/27/2024,"$1,800.00",-,No Bids
2232,2982728032,03/25 - 3/27/2024,"$1,700.00",-,No Bids
2233,2982728052,03/25 - 3/27/2024,"$1,800.00",-,No Bids
2234,2982728340,03/25 - 3/27/2024,"$1,800.00",-,No Bids
2235,2982728410,03/25 - 3/27/2024,"$1,800.00",-,No Bids
2236,2982728432,03/25 - 3/27/2024,"$1,800.00",-,No Bids
2237,2982728518,03/25 - 3/27/2024,"$1,700.00",-,No Bids
2238,2982728934,03/25 - 3/27/2024,"$1,800.00",-,No Bids
2239,2982729341,03/25 - 3/27/2024,"$1,800.00",-,No Bids
2240,2982729610,03/25 - 3/27/2024,"$1,700.00",-,No Bids
2241,2982729725,03/25 - 3/27/2024,"$1,800.00",-,No Bids
2244,2992422928,03/25 - 3/27/2024,"$1,900.00","$2,700.00",
2245,2993102407,03/25 - 3/27/2024,"$2,200.00","$2,600.00",
2251,4155213544,03/25 - 3/27/2024,"$1,700.00","$4,700.00",
2252,5335741306,03/25 - 3/27/2024,"$1,200.00",-,No Bids
2253,5335741308,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2254,5335741319,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2255,5335741327,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2256,5335741334,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2257,5335741522,03/25 - 3/27/2024,"$1,200.00",-,No Bids
2258,5335741611,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2259,5335741621,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2260,5335741804,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2261,5335742119,03/25 - 3/27/2024,"$1,400.00",-,No Bids
2263,5335742531,03/25 - 3/27/2024,"$1,400.00",-,No Bids
2264,5335742820,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2265,5335742831,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2266,5335742904,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2267,5335742935,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2268,5335743001,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2270,5335743038,03/25 - 3/27/2024,"$1,200.00",-,No Bids
2271,5335743133,03/25 - 3/27/2024,"$1,200.00",-,No Bids
2272,5335743421,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2273,5335743504,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2275,5335743915,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2276,5335744251,03/25 - 3/27/2024,"$1,400.00",-,No Bids
2277,5335744434,03/25 - 3/27/2024,"$1,400.00",-,No Bids
2278,5335744630,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2279,5335745026,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2280,5335745042,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2281,5335745116,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2282,5335745118,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2283,5335745120,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2284,5335745124,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2285,5335745137,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2286,5335745207,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2287,5335745216,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2288,5335745239,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2290,5335745340,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2291,5335745426,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2292,5335745430,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2293,5335745447,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2294,5335745449,03/25 - 3/27/2024,"$1,400.00",-,No Bids
2295,5335745517,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2296,5335745525,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2297,5335745619,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2298,5335745624,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2299,5335745634,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2300,5335745640,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2301,5335745711,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2302,5335745728,03/25 - 3/27/2024,"$1,200.00",-,No Bids
2303,5335745744,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2304,5335745750,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2305,5335745809,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2306,5335745818,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2307,5335745823,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2308,5335745831,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2309,5335745905,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2310,5335745940,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2311,5335745947,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2312,5335746018,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2313,5335746023,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2314,5335746024,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2315,5335746029,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2316,5335746031,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2318,5335746049,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2319,5335746114,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2320,5335746118,03/25 - 3/27/2024,"$1,400.00",-,No Bids
2321,5335746146,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2322,5335746203,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2323,5335746222,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2324,5335746226,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2325,5335746228,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2326,5335746402,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2327,5335746419,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2328,5335746425,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2329,5335746426,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2330,5335746432,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2331,5335746451,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2332,5335746507,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2333,5335746516,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2334,5335746537,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2335,5335746550,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2336,5335746602,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2337,5335746604,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2338,5335746605,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2339,5335746614,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2340,5335746621,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2341,5335746628,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2342,5335746632,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2343,5335746708,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2344,5335746709,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2345,5335746748,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2346,5335746816,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2347,5335746819,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2348,5335746829,03/25 - 3/27/2024,"$1,400.00",-,No Bids
2349,5335746831,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2350,5335746844,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2351,5335746939,03/25 - 3/27/2024,"$1,400.00",-,No Bids
2352,5335747024,03/25 - 3/27/2024,"$1,400.00",-,No Bids
2353,5335747141,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2354,5335747248,03/25 - 3/27/2024,"$1,300.00",-,No Bids
2355,5375702921,03/25 - 3/27/2024,"$1,700.00",-,No Bids
2356,5375703149,03/25 - 3/27/2024,"$1,800.00",-,No Bids
2357,5375703549,03/25 - 3/27/2024,"$1,800.00",-,No Bids
2358,5375703947,03/25 - 3/27/2024,"$1,900.00","$1,900.00",
2359,5375705037,03/25 - 3/27/2024,"$2,200.00","$2,900.00",
2360,5375705505,03/25 - 3/27/2024,"$1,800.00",-,No Bids
2361,5375705544,03/25 - 3/27/2024,"$1,800.00",-,No Bids
2362,5375705742,03/25 - 3/27/2024,"$1,600.00",-,No Bids
2363,5375707108,03/25 - 3/27/2024,"$1,900.00",-,No Bids
2364,5375707816,03/25 - 3/27/2024,"$1,900.00",-,No Bids
2365,5375715308,03/25 - 3/27/2024,"$1,600.00",-,No Bids
2366,5375715845,03/25 - 3/27/2024,$100.00,"$1,200.00",
2367,5375716645,03/25 - 3/27/2024,"$1,600.00",-,No Bids
2369,5375717837,03/25 - 3/27/2024,"$1,700.00",-,No Bids
2370,5375724935,03/25 - 3/27/2024,"$1,500.00","$1,500.00",
2371,5375725113,03/25 - 3/27/2024,"$1,700.00",-,No Bids
2372,5375725916,03/25 - 3/27/2024,"$1,700.00",-,No Bids
0038,1350632700,05/15 - 5/17/2023,$350.00,"$18,100.00",
0058,1623440600,05/15 - 5/17/2023,"$77,000.00","$581,900.00",
0106,2251713700,05/15 - 5/17/2023,"$24,500.00","$680,100.00",Forfeited
0134,2791205800,05/15 - 5/17/2023,"$78,350.00","$101,100.00",
0147,2931440200,05/15 - 5/17/2023,$350.00,"$24,100.00",
0216,5012330300,05/15 - 5/17/2023,"$123,000.00","$680,100.00",Forfeited
0247,5754700100,05/15 - 5/17/2023,"$82,000.00","$525,700.00",Forfeited
0304,6590501100,05/15 - 5/17/2023,"$3,200.00","$24,500.00",
2016,1853651411,05/15 - 5/17/2023,$100.00,$100.00,Forfeited
2018,1853660313,05/15 - 5/17/2023,$100.00,$100.00,Forfeited
2021,1853665443,05/15 - 5/17/2023,$100.00,$100.00,Forfeited
2022,1853665521,05/15 - 5/17/2023,$100.00,$100.00,Forfeited
2023,1853672735,05/15 - 5/17/2023,$100.00,$100.00,Forfeited
2025,1853685628,05/15 - 5/17/2023,$100.00,$100.00,Forfeited
2027,1853686236,05/15 - 5/17/2023,$100.00,$100.00,Forfeited
2028,1853690720,05/15 - 5/17/2023,$100.00,$100.00,Forfeited
2030,1854816831,05/15 - 5/17/2023,$100.00,$100.00,Forfeited
2033,1854831627,05/15 - 5/17/2023,$100.00,$100.00,Forfeited
2039,1854882611,05/15 - 5/17/2023,$100.00,$100.00,Forfeited
2040,2032530345,05/15 - 5/17/2023,$100.00,$100.00,
2041,2032530715,05/15 - 5/17/2023,$100.00,$100.00,
2042,2032530915,05/15 - 5/17/2023,$100.00,$100.00,
2043,2032530919,05/15 - 5/17/2023,$100.00,$100.00,
2044,2032530944,05/15 - 5/17/2023,$100.00,$100.00,
2045,2032530949,05/15 - 5/17/2023,$100.00,$400.00,
2047,2032531411,05/15 - 5/17/2023,$100.00,$100.00,
2048,2032531516,05/15 - 5/17/2023,$100.00,$100.00,
2050,2032531542,05/15 - 5/17/2023,$100.00,$200.00,
2055,2032533609,05/15 - 5/17/2023,$100.00,$100.00,
2057,2032533943,05/15 - 5/17/2023,$100.00,$100.00,
2058,2032533944,05/15 - 5/17/2023,$100.00,$200.00,
2059,2032534313,05/15 - 5/17/2023,$100.00,$100.00,
2060,2032534502,05/15 - 5/17/2023,$100.00,$100.00,
2061,2032534913,05/15 - 5/17/2023,$100.00,$100.00,
2062,2032535501,05/15 - 5/17/2023,$100.00,$100.00,
2063,2032535550,05/15 - 5/17/2023,$100.00,$100.00,
2064,2032535819,05/15 - 5/17/2023,$100.00,$200.00,
2065,2032541711,05/15 - 5/17/2023,$100.00,$100.00,
2067,2032542015,05/15 - 5/17/2023,$100.00,$100.00,
2068,2032542107,05/15 - 5/17/2023,$100.00,$100.00,
2069,2032542149,05/15 - 5/17/2023,$100.00,$100.00,
2071,2032544102,05/15 - 5/17/2023,$100.00,$100.00,
2074,2032545901,05/15 - 5/17/2023,$100.00,$200.00,
2080,2041240117,05/15 - 5/17/2023,$100.00,"$2,000.00",
2081,2041240149,05/15 - 5/17/2023,$100.00,"$1,900.00",
2082,2041241005,05/15 - 5/17/2023,$100.00,"$2,000.00",
2084,2041241344,05/15 - 5/17/2023,$100.00,$100.00,
2085,2041241509,05/15 - 5/17/2023,$100.00,$200.00,
2086,2041241947,05/15 - 5/17/2023,$100.00,$100.00,
2087,2041242513,05/15 - 5/17/2023,$100.00,$100.00,
2088,2041242532,05/15 - 5/17/2023,$100.00,$100.00,
2089,2041242701,05/15 - 5/17/2023,$100.00,$100.00,
2090,2041242829,05/15 - 5/17/2023,$100.00,$100.00,
2092,2041243150,05/15 - 5/17/2023,$100.00,"$2,000.00",
2093,2041243804,05/15 - 5/17/2023,$100.00,$100.00,
2094,2041243940,05/15 - 5/17/2023,$100.00,$100.00,
2095,2041244013,05/15 - 5/17/2023,$100.00,$200.00,
2096,2041244105,05/15 - 5/17/2023,$100.00,$200.00,
2097,2041244214,05/15 - 5/17/2023,$100.00,$100.00,
2098,2041244502,05/15 - 5/17/2023,$100.00,$200.00,
2099,2041244643,05/15 - 5/17/2023,$100.00,$100.00,
2100,2041244727,05/15 - 5/17/2023,$100.00,$200.00,
2101,2041244751,05/15 - 5/17/2023,$100.00,$100.00,
2102,2041245220,05/15 - 5/17/2023,$100.00,$200.00,
2106,2158121033,05/15 - 5/17/2023,$100.00,$200.00,
2109,2158141812,05/15 - 5/17/2023,$100.00,$200.00,
2114,2158181508,05/15 - 5/17/2023,$100.00,$300.00,
2118,2159453720,05/15 - 5/17/2023,$100.00,$400.00,
2122,2159473708,05/15 - 5/17/2023,$100.00,$500.00,
2123,2159473709,05/15 - 5/17/2023,$100.00,$300.00,
2125,2159473738,05/15 - 5/17/2023,$100.00,$500.00,
2126,2159474103,05/15 - 5/17/2023,$100.00,$200.00,
2127,2159474104,05/15 - 5/17/2023,$100.00,$200.00,
2128,2886510225,05/15 - 5/17/2023,$100.00,-,No Bids
2129,2886510319,05/15 - 5/17/2023,$100.00,-,No Bids
2130,2886510525,05/15 - 5/17/2023,$100.00,-,No Bids
2131,2886511411,05/15 - 5/17/2023,$100.00,-,No Bids
2132,2886511518,05/15 - 5/17/2023,$100.00,-,No Bids
2133,2886511603,05/15 - 5/17/2023,$100.00,-,No Bids
2134,2886511610,05/15 - 5/17/2023,$100.00,-,No Bids
2135,2886512809,05/15 - 5/17/2023,$100.00,-,No Bids
2137,2886513616,05/15 - 5/17/2023,$100.00,-,No Bids
2138,2886514009,05/15 - 5/17/2023,$100.00,-,No Bids
2139,2886514108,05/15 - 5/17/2023,$100.00,-,No Bids
2141,2886515924,05/15 - 5/17/2023,$100.00,-,No Bids
2147,2886816307,05/15 - 5/17/2023,$100.00,-,No Bids
2148,2886816541,05/15 - 5/17/2023,$100.00,-,No Bids
2152,2886823436,05/15 - 5/17/2023,$100.00,-,No Bids
2157,2886829418,05/15 - 5/17/2023,$100.00,-,No Bids
2158,2886829442,05/15 - 5/17/2023,$100.00,-,No Bids
2161,2982130246,05/15 - 5/17/2023,$100.00,$100.00,
2162,2982130409,05/15 - 5/17/2023,$100.00,$100.00,
2177,2982131336,05/15 - 5/17/2023,$100.00,$200.00,
2184,2982131874,05/15 - 5/17/2023,$100.00,"$1,100.00",
2185,2982132065,05/15 - 5/17/2023,$100.00,$200.00,
2186,2982132132,05/15 - 5/17/2023,$100.00,$200.00,
2190,2982132519,05/15 - 5/17/2023,$100.00,$300.00,
2192,2982133114,05/15 - 5/17/2023,$100.00,$600.00,
2193,2982720444,05/15 - 5/17/2023,$100.00,$100.00,
2197,2982721034,05/15 - 5/17/2023,$100.00,$100.00,
2199,2982721214,05/15 - 5/17/2023,$100.00,$100.00,
2200,2982721246,05/15 - 5/17/2023,$100.00,$100.00,
2202,2982721420,05/15 - 5/17/2023,$100.00,$100.00,
2204,2982721803,05/15 - 5/17/2023,$100.00,$100.00,
2207,2982722137,05/15 - 5/17/2023,$100.00,$100.00,
2208,2982722308,05/15 - 5/17/2023,$100.00,$100.00,
2209,2982722603,05/15 - 5/17/2023,$100.00,$100.00,
2210,2982722651,05/15 - 5/17/2023,$100.00,$100.00,
2211,2982722716,05/15 - 5/17/2023,$100.00,$100.00,
2212,2982722846,05/15 - 5/17/2023,$100.00,$100.00,
2213,2982722909,05/15 - 5/17/2023,$100.00,$100.00,
2214,2982722933,05/15 - 5/17/2023,$100.00,$100.00,
2215,2982723104,05/15 - 5/17/2023,$100.00,$100.00,
2216,2982723207,05/15 - 5/17/2023,$100.00,$100.00,
2217,2982723321,05/15 - 5/17/2023,$100.00,$200.00,
2219,2982723502,05/15 - 5/17/2023,$100.00,$100.00,
2221,2982724310,05/15 - 5/17/2023,$100.00,$100.00,
2222,2982724444,05/15 - 5/17/2023,$100.00,$100.00,
2223,2982724502,05/15 - 5/17/2023,$100.00,$100.00,
2224,2982724614,05/15 - 5/17/2023,$100.00,$100.00,
2225,2982724619,05/15 - 5/17/2023,$100.00,$100.00,
2226,2982724644,05/15 - 5/17/2023,$100.00,$100.00,
2231,2982725417,05/15 - 5/17/2023,$100.00,$100.00,
2232,2982725438,05/15 - 5/17/2023,$100.00,$100.00,
2233,2982725711,05/15 - 5/17/2023,$100.00,$100.00,
2236,2982725918,05/15 - 5/17/2023,$100.00,$100.00,
2237,2982725939,05/15 - 5/17/2023,$100.00,$100.00,
2238,2982726118,05/15 - 5/17/2023,$100.00,$400.00,
2239,2982726304,05/15 - 5/17/2023,$100.00,$100.00,
2240,2982726306,05/15 - 5/17/2023,$100.00,$100.00,
2241,2982726540,05/15 - 5/17/2023,$100.00,$100.00,
2242,2982726541,05/15 - 5/17/2023,$100.00,$100.00,
2244,2982727138,05/15 - 5/17/2023,$100.00,$100.00,
2245,2982727313,05/15 - 5/17/2023,$100.00,$100.00,
2247,2982727542,05/15 - 5/17/2023,$100.00,$100.00,
2248,2982727749,05/15 - 5/17/2023,$100.00,$100.00,
2249,2982728103,05/15 - 5/17/2023,$100.00,$100.00,
2251,2982728248,05/15 - 5/17/2023,$100.00,$100.00,
2252,2982728517,05/15 - 5/17/2023,$100.00,$100.00,
2253,2982728526,05/15 - 5/17/2023,$100.00,$100.00,
2254,2982728916,05/15 - 5/17/2023,$100.00,$100.00,
2256,2982729010,05/15 - 5/17/2023,$100.00,$100.00,
2257,2982729142,05/15 - 5/17/2023,$100.00,$100.00,
2258,2982729203,05/15 - 5/17/2023,$100.00,$100.00,
2260,2982729633,05/15 - 5/17/2023,$100.00,$100.00,
2261,2982729644,05/15 - 5/17/2023,$100.00,$100.00,
2262,2982729708,05/15 - 5/17/2023,$100.00,$100.00,
2268,2993102204,05/15 - 5/17/2023,$100.00,$800.00,
2276,5335741406,05/15 - 5/17/2023,$100.00,$100.00,
2277,5335741441,05/15 - 5/17/2023,$100.00,$100.00,
2279,5335741746,05/15 - 5/17/2023,$100.00,$100.00,
2280,5335742123,05/15 - 5/17/2023,$100.00,$100.00,
2282,5335742448,05/15 - 5/17/2023,$100.00,$100.00,
2283,5335742516,05/15 - 5/17/2023,$100.00,$100.00,
2285,5335742724,05/15 - 5/17/2023,$100.00,$200.00,
2287,5335742906,05/15 - 5/17/2023,$100.00,$100.00,
2288,5335743004,05/15 - 5/17/2023,$100.00,$100.00,
2289,5335743440,05/15 - 5/17/2023,$100.00,$100.00,
2291,5335743847,05/15 - 5/17/2023,$100.00,$100.00,
2292,5335743932,05/15 - 5/17/2023,$100.00,$100.00,
2293,5335743943,05/15 - 5/17/2023,$100.00,$100.00,
2294,5335744301,05/15 - 5/17/2023,$100.00,$100.00,
2295,5335744421,05/15 - 5/17/2023,$100.00,$100.00,
2296,5335744516,05/15 - 5/17/2023,$100.00,$100.00,
2297,5335744622,05/15 - 5/17/2023,$100.00,$100.00,
2298,5335744824,05/15 - 5/17/2023,$100.00,$100.00,
2299,5335744912,05/15 - 5/17/2023,$100.00,$100.00,
2300,5335745103,05/15 - 5/17/2023,$100.00,$100.00,
2301,5335745108,05/15 - 5/17/2023,$100.00,$100.00,
2302,5335745222,05/15 - 5/17/2023,$100.00,$100.00,
2304,5335745749,05/15 - 5/17/2023,$100.00,$100.00,
2305,5335746122,05/15 - 5/17/2023,$100.00,$100.00,
2306,5335746140,05/15 - 5/17/2023,$100.00,$100.00,
2308,5335746318,05/15 - 5/17/2023,$100.00,$100.00,
2309,5335746601,05/15 - 5/17/2023,$100.00,$200.00,
2311,5375703449,05/15 - 5/17/2023,$100.00,$600.00,
2312,5375704809,05/15 - 5/17/2023,$100.00,$500.00,
2313,5375705102,05/15 - 5/17/2023,$100.00,$700.00,
2316,5375706015,05/15 - 5/17/2023,$100.00,$800.00,
2321,5375713703,05/15 - 5/17/2023,$100.00,$300.00,
0038,1350632700,03/13 - 3/15/2023,$700.00,"$25,100.00",Forfeited
0040,1411931800,03/13 - 3/15/2023,"$1,600.00","$12,800.00",
0041,1411931900,03/13 - 3/15/2023,"$1,600.00","$9,800.00",
0058,1623440600,03/13 - 3/15/2023,"$154,000.00","$580,100.00",Forfeited
0083,1982020200,03/13 - 3/15/2023,"$2,700.00","$14,500.00",
0084,1982300100,03/13 - 3/15/2023,"$1,100.00","$11,100.00",
0085,1983640400,03/13 - 3/15/2023,"$1,000.00","$8,300.00",
0086,1983651300,03/13 - 3/15/2023,"$1,500.00","$8,400.00",
0088,2000610900,03/13 - 3/15/2023,"$3,500.00","$17,600.00",
0089,2000631900,03/13 - 3/15/2023,"$2,500.00","$11,100.00",
0093,2010900500,03/13 - 3/15/2023,"$1,200.00","$31,100.00",
0106,2251713700,03/13 - 3/15/2023,"$49,000.00","$630,700.00",Forfeited
0119,2532840900,03/13 - 3/15/2023,$700.00,"$11,300.00",
0120,2532920900,03/13 - 3/15/2023,$500.00,"$5,700.00",
0122,2533011700,03/13 - 3/15/2023,"$1,100.00","$8,100.00",
0123,2533211100,03/13 - 3/15/2023,$500.00,"$8,100.00",
0134,2791205800,03/13 - 3/15/2023,"$156,700.00",-,No Bids
0142,2912752200,03/13 - 3/15/2023,$500.00,"$24,000.00",
0145,2931121700,03/13 - 3/15/2023,$500.00,"$8,100.00",
0146,2931210400,03/13 - 3/15/2023,$500.00,"$15,600.00",
0147,2931440200,03/13 - 3/15/2023,$700.00,"$50,000.00",Forfeited
0149,2952104500,03/13 - 3/15/2023,"$4,500.00","$60,100.00",
0186,4032000101,03/13 - 3/15/2023,"$1,300.00","$43,100.00",
0188,4061041900,03/13 - 3/15/2023,$800.00,"$15,100.00",
0214,4993748400,03/13 - 3/15/2023,"$218,000.00","$528,800.00",
